,10,20,30,40,50,60,70,80,90,100
800,72.49884047202153,68.94475753302635,72.33683302616859,75.2847330892427,72.44898602675174,78.66136348419248,77.8716851463865,75.24033351079788,79.84360298527369,77.55871644324579
1200,70.02620088887106,73.24830867612565,76.55420193779494,78.65543851770494,80.78831279808396,77.06272367373319,81.35643960413312,81.69898238766649,83.42409885004277,85.83026287151931
1600,69.71103867508816,76.92801653903044,79.34573540024684,79.41819826067997,79.26310389591495,80.074281635121,82.69134232104336,83.78969010120082,86.57570111112084,84.67410916240901
2000,70.87241421864088,76.45785307549401,77.58815861925218,83.52326289896808,81.3680498219443,85.74493497943173,82.62371307671368,87.4074406068035,83.01891134791686,89.52648549413003
2500,74.61377314484801,74.92567779799933,80.38034682994918,75.30017758516888,84.6417537940945,84.41347167707036,87.62950809471451,85.91582827294222,91.6634918730939,95.29308393163116
3000,71.25917804646753,73.53662755504304,77.02916189228279,80.59902186752996,85.17813822752302,86.36914930783165,89.35133719068705,85.45532798134519,93.00293535065771,96.66050471344069
3500,71.75302804461003,73.90412164693065,79.09777675493417,83.65592664966958,82.74947812919956,87.75695977147076,86.06542198867976,90.6443914274243,94.36961808929375,97.16527995112779
4000,72.63848823978842,73.41227041968179,77.1925222585267,82.80280059808224,82.65968502022466,88.17015145809478,90.32637917639254,94.03123821777977,98.23872996706653,99.32130153478477
4500,74.39375107098238,78.91534688527673,76.98404307713422,74.9437157480732,82.2087144670949,90.50547613378507,97.1311252835485,93.44686610634768,94.19116293347975,100.53798738754003
5000,79.00781772357327,78.5488989714581,80.5774911717052,87.30418270233902,85.85272876920088,93.50720130595698,91.37763629287703,98.55647480960332,95.5357049535453,95.93403564869789
5500,72.0104055453018,78.57291102386077,78.04184444489154,82.65397511793074,88.57239849526204,92.7240583902212,93.51056513269997,92.89307530940543,101.39426455504261,100.13249439184726
6000,74.04776631470195,80.90205320624672,79.40554063060756,84.9426825749628,79.74839037453644,88.52055078274053,90.63602825206527,96.28398511470448,97.16200605866226,98.45026713328465
6500,71.32091150976184,77.6826826248881,77.11191806621832,78.97415406418148,82.52542312474156,84.45860680703193,87.79884614338094,93.14229197862475,91.3256341301315,90.957044003817
